attribute description, element ns name, element local name
{}defTabSz defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}defTabSz defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}defTabSz defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}defTabSz defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}eaLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}fontAlgn defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}hangingPunct defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}indent defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}latinLnBrk defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}lvl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}marL defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}marR defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,defPPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl1pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl2pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl3pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl4pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl5pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl6pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl7pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl8pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,lvl9pPr
{}rtl defined by a_CT_TextParagraphProperties,http://purl.oclc.org/ooxml/drawingml/main,pPr
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,bottom
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,end
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,start
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tblCellSpacing
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tblInd
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tblW
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tcW
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,top
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,wAfter
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,wBefore
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,bottom
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,end
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,start
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tblCellSpacing
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tblInd
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tblW
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,tcW
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,top
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,wAfter
{http://purl.oclc.org/ooxml/wordprocessingml/main}w defined by w_CT_TblWidth,http://purl.oclc.org/ooxml/wordprocessingml/main,wBefore
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,ln
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnB
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnBlToTr
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnL
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnR
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnT
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnTlToBr
{}algn defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,uLn
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/drawingml/chart,spPr
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/drawingml/chartDrawing,spPr
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/drawingml/diagram,spPr
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/drawingml/main,spPr
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/drawingml/picture,spPr
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,spPr
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,spPr
{}bwMode defined by a_CT_ShapeProperties,http://purl.oclc.org/ooxml/presentationml/main,spPr
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,ln
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnB
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnBlToTr
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnL
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnR
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnT
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnTlToBr
{}cap defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,uLn
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,ln
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnB
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnBlToTr
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnL
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnR
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnT
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnTlToBr
{}cmpd defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,uLn
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,axId
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,crossAx
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,explosion
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,fmtId
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,idx
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,order
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,ptCount
{}val defined by dchrt_CT_UnsignedInt,http://purl.oclc.org/ooxml/drawingml/chart,secondPiePt
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,ln
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnB
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnBlToTr
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnL
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnR
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnT
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,lnTlToBr
{}w defined by a_CT_LineProperties,http://purl.oclc.org/ooxml/drawingml/main,uLn
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/main,chOff
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/main,off
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,pos
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,lineTo
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,simplePos
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,start
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/presentationml/main,origin
{}x defined by a_CT_Point2D,http://purl.oclc.org/ooxml/presentationml/main,pos
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/main,chOff
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/main,off
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,pos
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,lineTo
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,simplePos
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,start
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/presentationml/main,origin
{}y defined by a_CT_Point2D,http://purl.oclc.org/ooxml/presentationml/main,pos
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,bookmarkEnd
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,bookmarkStart
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,commentRangeEnd
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,commentRangeStart
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,moveFromRangeEnd
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,moveFromRangeStart
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,moveToRangeEnd
{http://purl.oclc.org/ooxml/wordprocessingml/main}displacedByCustomXml defined by w_CT_MarkupRange,http://purl.oclc.org/ooxml/wordprocessingml/main,moveToRangeStart
{}cx defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/chartDrawing,ext
{}cx defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/main,chExt
{}cx defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/main,ext
{}cx defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,ext
{}cx defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,extent
{}cx defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/presentationml/main,gridSpacing
{}cx defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/presentationml/main,notesSz
{}cy defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/chartDrawing,ext
{}cy defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/main,chExt
{}cy defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/main,ext
{}cy defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,ext
{}cy defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,extent
{}cy defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/presentationml/main,gridSpacing
{}cy defined by a_CT_PositiveSize2D,http://purl.oclc.org/ooxml/presentationml/main,notesSz
{}descr defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/chartDrawing,cNvPr
{}descr defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/main,cNvPr
{}descr defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/picture,cNvPr
{}descr defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,cNvPr
{}descr defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,cNvPr
{}descr defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,docPr
{}descr defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/presentationml/main,cNvPr
{}hidden defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/chartDrawing,cNvPr
{}hidden defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/main,cNvPr
{}hidden defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/picture,cNvPr
{}hidden defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,cNvPr
{}hidden defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,cNvPr
{}hidden defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,docPr
{}hidden defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/presentationml/main,cNvPr
{}id defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/chartDrawing,cNvPr
{}id defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/main,cNvPr
{}id defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/picture,cNvPr
{}id defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,cNvPr
{}id defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,cNvPr
{}id defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,docPr
{}id defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/presentationml/main,cNvPr
{}name defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/chartDrawing,cNvPr
{}name defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/main,cNvPr
{}name defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/picture,cNvPr
{}name defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/spreadsheetDrawing,cNvPr
{}name defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,cNvPr
{}name defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,docPr
{}name defined by a_CT_NonVisualDrawingProps,http://purl.oclc.org/ooxml/presentationml/main,cNvPr
{}rId defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rcc
{}rId defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rcft
{}rId defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rdn
{}rId defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,ris
{}rId defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rm
{}rId defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rrc
{}rId defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rsnm
{}ra defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rcc
{}ra defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rcft
{}ra defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rdn
{}ra defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,ris
{}ra defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rm
{}ra defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rrc
{}ra defined by sml_AG_RevData,http://purl.oclc.org/ooxml/spreadsheetml/main,rsnm
{}style defined by sml_CT_BorderPr,http://purl.oclc.org/ooxml/spreadsheetml/main,bottom
{}style defined by sml_CT_BorderPr,http://purl.oclc.org/ooxml/spreadsheetml/main,diagonal
{}style defined by sml_CT_BorderPr,http://purl.oclc.org/ooxml/spreadsheetml/main,end
{}style defined by sml_CT_BorderPr,http://purl.oclc.org/ooxml/spreadsheetml/main,horizontal
