attribute description, element ns name, element local name
{http://purl.oclc.org/ooxml/wordprocessingml/main}spinCount defined by w_AG_Password,http://purl.oclc.org/ooxml/wordprocessingml/main,documentProtection
{http://purl.oclc.org/ooxml/wordprocessingml/main}spinCount defined by w_AG_Password,http://purl.oclc.org/ooxml/wordprocessingml/main,writeProtection
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_FtnEdn,http://purl.oclc.org/ooxml/wordprocessingml/main,endnote
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_FtnEdn,http://purl.oclc.org/ooxml/wordprocessingml/main,footnote
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_HdrFtrRef,http://purl.oclc.org/ooxml/wordprocessingml/main,footerReference
{http://purl.oclc.org/ooxml/wordprocessingml/main}type defined by w_CT_HdrFtrRef,http://purl.oclc.org/ooxml/wordprocessingml/main,headerReference
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_Jc,http://purl.oclc.org/ooxml/wordprocessingml/main,jc
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_Jc,http://purl.oclc.org/ooxml/wordprocessingml/main,lvlJc
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_Kinsoku,http://purl.oclc.org/ooxml/wordprocessingml/main,noLineBreaksAfter
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_Kinsoku,http://purl.oclc.org/ooxml/wordprocessingml/main,noLineBreaksBefore
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_Language,http://purl.oclc.org/ooxml/wordprocessingml/main,lang
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_Language,http://purl.oclc.org/ooxml/wordprocessingml/main,themeFontLang
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_MacroName,http://purl.oclc.org/ooxml/wordprocessingml/main,entryMacro
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_MacroName,http://purl.oclc.org/ooxml/wordprocessingml/main,exitMacro
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_PixelsMeasure,http://purl.oclc.org/ooxml/wordprocessingml/main,marH
{http://purl.oclc.org/ooxml/wordprocessingml/main}val defined by w_CT_PixelsMeasure,http://purl.oclc.org/ooxml/wordprocessingml/main,marW
{}Append defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}AutoFit defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}ConnectionID defined by sml_CT_DataBinding,http://purl.oclc.org/ooxml/spreadsheetml/main,DataBinding
{}DataBindingLoadMode defined by sml_CT_DataBinding,http://purl.oclc.org/ooxml/spreadsheetml/main,DataBinding
{}DataBindingName defined by sml_CT_DataBinding,http://purl.oclc.org/ooxml/spreadsheetml/main,DataBinding
{}FileBinding defined by sml_CT_DataBinding,http://purl.oclc.org/ooxml/spreadsheetml/main,DataBinding
{}FileBindingName defined by sml_CT_DataBinding,http://purl.oclc.org/ooxml/spreadsheetml/main,DataBinding
{}ID defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}ID defined by sml_CT_Schema,http://purl.oclc.org/ooxml/spreadsheetml/main,Schema
{}Name defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}Namespace defined by sml_CT_Schema,http://purl.oclc.org/ooxml/spreadsheetml/main,Schema
{}PreserveFormat defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}PreserveSortAFLayout defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}RootElement defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}SchemaID defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}SchemaLanguage defined by sml_CT_Schema,http://purl.oclc.org/ooxml/spreadsheetml/main,Schema
{}SchemaRef defined by sml_CT_Schema,http://purl.oclc.org/ooxml/spreadsheetml/main,Schema
{}SelectedStyle defined by shrdBib_CT_Sources,http://purl.oclc.org/ooxml/officeDocument/bibliography,Sources
{}SelectionNamespaces defined by sml_CT_MapInfo,http://purl.oclc.org/ooxml/spreadsheetml/main,MapInfo
{}ShowImportExportValidationErrors defined by sml_CT_Map,http://purl.oclc.org/ooxml/spreadsheetml/main,Map
{}StyleName defined by shrdBib_CT_Sources,http://purl.oclc.org/ooxml/officeDocument/bibliography,Sources
{}URI defined by shrdBib_CT_Sources,http://purl.oclc.org/ooxml/officeDocument/bibliography,Sources
{}a defined by a_CT_AlphaReplaceEffect,http://purl.oclc.org/ooxml/drawingml/main,alphaRepl
{}a defined by sml_CT_CalcCell,http://purl.oclc.org/ooxml/spreadsheetml/main,c
{}aboveAverage defined by sml_CT_CfRule,http://purl.oclc.org/ooxml/spreadsheetml/main,cfRule
{}aca defined by sml_CT_CellFormula,http://purl.oclc.org/ooxml/spreadsheetml/main,f
{}accel defined by p_CT_TLCommonTimeNodeData,http://purl.oclc.org/ooxml/presentationml/main,cTn
{}accumulate defined by p_CT_TLCommonBehaviorData,http://purl.oclc.org/ooxml/presentationml/main,cBhvr
{}action defined by sml_CT_Format,http://purl.oclc.org/ooxml/spreadsheetml/main,format
{}action defined by sml_CT_RevisionComment,http://purl.oclc.org/ooxml/spreadsheetml/main,rcmt
{}action defined by sml_CT_RevisionCustomView,http://purl.oclc.org/ooxml/spreadsheetml/main,rcv
{}action defined by sml_CT_RevisionRowColumn,http://purl.oclc.org/ooxml/spreadsheetml/main,rrc
{}activeCell defined by sml_CT_Selection,http://purl.oclc.org/ooxml/spreadsheetml/main,selection
{}activeCellId defined by sml_CT_Selection,http://purl.oclc.org/ooxml/spreadsheetml/main,selection
{}activeCol defined by sml_CT_PivotSelection,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotSelection
{}activePane defined by sml_CT_Pane,http://purl.oclc.org/ooxml/spreadsheetml/main,pane
{}activeRow defined by sml_CT_PivotSelection,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotSelection
{}activeSheetId defined by sml_CT_CustomWorkbookView,http://purl.oclc.org/ooxml/spreadsheetml/main,customWorkbookView
{}activeTab defined by sml_CT_BookView,http://purl.oclc.org/ooxml/spreadsheetml/main,workbookView
{}additive defined by p_CT_TLCommonBehaviorData,http://purl.oclc.org/ooxml/presentationml/main,cBhvr
{}adjust defined by sml_CT_MetadataType,http://purl.oclc.org/ooxml/spreadsheetml/main,metadataType
{}adjustColumnWidth defined by sml_CT_QueryTable,http://purl.oclc.org/ooxml/spreadsheetml/main,queryTable
{}advAuto defined by p_CT_TLBuildParagraph,http://purl.oclc.org/ooxml/presentationml/main,bldP
{}advClick defined by p_CT_SlideTransition,http://purl.oclc.org/ooxml/presentationml/main,transition
{}advTm defined by p_CT_SlideTransition,http://purl.oclc.org/ooxml/presentationml/main,transition
{}advise defined by sml_CT_DdeItem,http://purl.oclc.org/ooxml/spreadsheetml/main,ddeItem
{}advise defined by sml_CT_OleItem,http://purl.oclc.org/ooxml/spreadsheetml/main,oleItem
{}afterEffect defined by p_CT_TLCommonTimeNodeData,http://purl.oclc.org/ooxml/presentationml/main,cTn
{}algn defined by a_CT_OuterShadowEffect,http://purl.oclc.org/ooxml/drawingml/main,outerShdw
{}algn defined by a_CT_ReflectionEffect,http://purl.oclc.org/ooxml/drawingml/main,reflection
{}algn defined by a_CT_TextTabStop,http://purl.oclc.org/ooxml/drawingml/main,tab
{}algn defined by a_CT_TileInfoProperties,http://purl.oclc.org/ooxml/drawingml/main,tile
{}algorithmName defined by p_CT_ModifyVerifier,http://purl.oclc.org/ooxml/presentationml/main,modifyVerifier
{}algorithmName defined by sml_CT_ChartsheetProtection,http://purl.oclc.org/ooxml/spreadsheetml/main,sheetProtection
{}algorithmName defined by sml_CT_FileSharing,http://purl.oclc.org/ooxml/spreadsheetml/main,fileSharing
{}algorithmName defined by sml_CT_ProtectedRange,http://purl.oclc.org/ooxml/spreadsheetml/main,protectedRange
{}algorithmName defined by sml_CT_SheetProtection,http://purl.oclc.org/ooxml/spreadsheetml/main,sheetProtection
{}alignWithMargins defined by dchrt_CT_HeaderFooter,http://purl.oclc.org/ooxml/drawingml/chart,headerFooter
{}alignWithMargins defined by sml_CT_HeaderFooter,http://purl.oclc.org/ooxml/spreadsheetml/main,headerFooter
{}alignment defined by sml_CT_PhoneticPr,http://purl.oclc.org/ooxml/spreadsheetml/main,phoneticPr
{}allCaption defined by sml_CT_CacheHierarchy,http://purl.oclc.org/ooxml/spreadsheetml/main,cacheHierarchy
{}allDrilled defined by sml_CT_PivotField,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotField
{}allUniqueName defined by sml_CT_CacheHierarchy,http://purl.oclc.org/ooxml/spreadsheetml/main,cacheHierarchy
{}allowBlank defined by sml_CT_DataValidation,http://purl.oclc.org/ooxml/spreadsheetml/main,dataValidation
{}allowOverlap defined by wp_CT_Anchor,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,anchor
{}allowPng defined by sml_CT_WebPublishing,http://purl.oclc.org/ooxml/spreadsheetml/main,webPublishing
{}allowRefreshQuery defined by sml_CT_WorkbookPr,http://purl.oclc.org/ooxml/spreadsheetml/main,workbookPr
{}altText defined by sml_CT_CommentPr,http://purl.oclc.org/ooxml/spreadsheetml/main,commentPr
{}altText defined by sml_CT_ControlPr,http://purl.oclc.org/ooxml/spreadsheetml/main,controlPr
{}altText defined by sml_CT_ObjectPr,http://purl.oclc.org/ooxml/spreadsheetml/main,objectPr
{}alwaysShow defined by sml_CT_RevisionComment,http://purl.oclc.org/ooxml/spreadsheetml/main,rcmt
{}amt defined by a_CT_AlphaModulateFixedEffect,http://purl.oclc.org/ooxml/drawingml/main,alphaModFix
{}amt defined by a_CT_TintEffect,http://purl.oclc.org/ooxml/drawingml/main,tint
{}anchor defined by a_CT_TableCellProperties,http://purl.oclc.org/ooxml/drawingml/main,tcPr
{}anchorCtr defined by a_CT_TableCellProperties,http://purl.oclc.org/ooxml/drawingml/main,tcPr
{}and defined by sml_CT_CustomFilters,http://purl.oclc.org/ooxml/spreadsheetml/main,customFilters
{}ang defined by a_CT_ConnectionSite,http://purl.oclc.org/ooxml/drawingml/main,cxn
{}ang defined by a_CT_LinearShadeProperties,http://purl.oclc.org/ooxml/drawingml/main,lin
{}animBg defined by a_CT_AnimationChartBuildProperties,http://purl.oclc.org/ooxml/drawingml/main,bldChart
{}animBg defined by p_CT_TLBuildParagraph,http://purl.oclc.org/ooxml/presentationml/main,bldP
{}animBg defined by p_CT_TLOleBuildChart,http://purl.oclc.org/ooxml/presentationml/main,bldOleChart
{}appName defined by sml_CT_FileVersion,http://purl.oclc.org/ooxml/spreadsheetml/main,fileVersion
{}applyAlignment defined by sml_CT_Xf,http://purl.oclc.org/ooxml/spreadsheetml/main,xf
{}applyBorder defined by sml_CT_Xf,http://purl.oclc.org/ooxml/spreadsheetml/main,xf
{}applyFill defined by sml_CT_Xf,http://purl.oclc.org/ooxml/spreadsheetml/main,xf
{}applyFont defined by sml_CT_Xf,http://purl.oclc.org/ooxml/spreadsheetml/main,xf
{}applyNumberFormat defined by sml_CT_Xf,http://purl.oclc.org/ooxml/spreadsheetml/main,xf
{}applyProtection defined by sml_CT_Xf,http://purl.oclc.org/ooxml/spreadsheetml/main,xf
{}applyStyles defined by sml_CT_OutlinePr,http://purl.oclc.org/ooxml/spreadsheetml/main,outlinePr
{}arg defined by ddgrm_CT_When,http://purl.oclc.org/ooxml/drawingml/diagram,if
{}array defined by sml_CT_UndoInfo,http://purl.oclc.org/ooxml/spreadsheetml/main,undo
{}assign defined by sml_CT_MetadataType,http://purl.oclc.org/ooxml/spreadsheetml/main,metadataType
{}asteriskTotals defined by sml_CT_pivotTableDefinition,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotTableDefinition
{}attribute defined by sml_CT_CacheHierarchy,http://purl.oclc.org/ooxml/spreadsheetml/main,cacheHierarchy
{}author defined by sml_CT_RevisionComment,http://purl.oclc.org/ooxml/spreadsheetml/main,rcmt
{}authorId defined by p_CT_Comment,http://purl.oclc.org/ooxml/presentationml/main,cm
{}authorId defined by sml_CT_Comment,http://purl.oclc.org/ooxml/spreadsheetml/main,comment
{}autoCompressPictures defined by p_CT_Presentation,http://purl.oclc.org/ooxml/presentationml/main,presentation
{}autoCompressPictures defined by sml_CT_WorkbookPr,http://purl.oclc.org/ooxml/spreadsheetml/main,workbookPr
{}autoEnd defined by sml_CT_RangePr,http://purl.oclc.org/ooxml/spreadsheetml/main,rangePr
{}autoFill defined by sml_CT_CommentPr,http://purl.oclc.org/ooxml/spreadsheetml/main,commentPr
{}autoFill defined by sml_CT_ControlPr,http://purl.oclc.org/ooxml/spreadsheetml/main,controlPr
{}autoFill defined by sml_CT_ObjectPr,http://purl.oclc.org/ooxml/spreadsheetml/main,objectPr
{}autoFilter defined by sml_CT_SheetProtection,http://purl.oclc.org/ooxml/spreadsheetml/main,sheetProtection
{}autoFilterDateGrouping defined by sml_CT_BookView,http://purl.oclc.org/ooxml/spreadsheetml/main,workbookView
{}autoLine defined by sml_CT_CommentPr,http://purl.oclc.org/ooxml/spreadsheetml/main,commentPr
{}autoLine defined by sml_CT_ControlPr,http://purl.oclc.org/ooxml/spreadsheetml/main,controlPr
{}autoLine defined by sml_CT_ObjectPr,http://purl.oclc.org/ooxml/spreadsheetml/main,objectPr
{}autoLoad defined by sml_CT_OleObject,http://purl.oclc.org/ooxml/spreadsheetml/main,oleObject
{}autoPage defined by sml_CT_Consolidation,http://purl.oclc.org/ooxml/spreadsheetml/main,consolidation
{}autoPageBreaks defined by sml_CT_PageSetUpPr,http://purl.oclc.org/ooxml/spreadsheetml/main,pageSetUpPr
{}autoPict defined by sml_CT_ControlPr,http://purl.oclc.org/ooxml/spreadsheetml/main,controlPr
{}autoPict defined by sml_CT_ObjectPr,http://purl.oclc.org/ooxml/spreadsheetml/main,objectPr
{}autoRecover defined by sml_CT_FileRecoveryPr,http://purl.oclc.org/ooxml/spreadsheetml/main,fileRecoveryPr
{}autoRepublish defined by sml_CT_WebPublishItem,http://purl.oclc.org/ooxml/spreadsheetml/main,webPublishItem
{}autoRepublish defined by sml_CT_WebPublishObject,http://purl.oclc.org/ooxml/spreadsheetml/main,webPublishObject
{}autoRev defined by p_CT_TLCommonTimeNodeData,http://purl.oclc.org/ooxml/presentationml/main,cTn
{}autoScale defined by sml_CT_CommentPr,http://purl.oclc.org/ooxml/spreadsheetml/main,commentPr
{}autoShow defined by sml_CT_PivotField,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotField
{}autoStart defined by sml_CT_RangePr,http://purl.oclc.org/ooxml/spreadsheetml/main,rangePr
{}autoUpdate defined by sml_CT_CustomWorkbookView,http://purl.oclc.org/ooxml/spreadsheetml/main,customWorkbookView
{}autoUpdateAnimBg defined by p_CT_TLBuildParagraph,http://purl.oclc.org/ooxml/presentationml/main,bldP
{}avgSubtotal defined by sml_CT_PivotAreaReference,http://purl.oclc.org/ooxml/spreadsheetml/main,reference
{}avgSubtotal defined by sml_CT_PivotField,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotField
{}axis defined by sml_CT_PivotArea,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotArea
{}axis defined by sml_CT_PivotField,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotField
{}axis defined by sml_CT_PivotSelection,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotSelection
{}b defined by a_CT_GeomRect,http://purl.oclc.org/ooxml/drawingml/main,rect
{}b defined by a_CT_ScRgbColor,http://purl.oclc.org/ooxml/drawingml/main,scrgbClr
{}b defined by a_CT_TableStyleTextStyle,http://purl.oclc.org/ooxml/drawingml/main,tcTxStyle
{}b defined by dchrt_CT_PageMargins,http://purl.oclc.org/ooxml/drawingml/chart,pageMargins
{}b defined by p_CT_TLByRgbColorTransform,http://purl.oclc.org/ooxml/presentationml/main,rgb
{}b defined by sml_CT_Error,http://purl.oclc.org/ooxml/spreadsheetml/main,e
{}b defined by sml_CT_MdxTuple,http://purl.oclc.org/ooxml/spreadsheetml/main,t
{}b defined by sml_CT_Missing,http://purl.oclc.org/ooxml/spreadsheetml/main,m
{}b defined by sml_CT_Number,http://purl.oclc.org/ooxml/spreadsheetml/main,n
{}b defined by sml_CT_String,http://purl.oclc.org/ooxml/spreadsheetml/main,s
{}b defined by wp_CT_EffectExtent,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,effectExtent
{}background defined by sml_CT_Connection,http://purl.oclc.org/ooxml/spreadsheetml/main,connection
{}backgroundQuery defined by sml_CT_PivotCacheDefinition,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotCacheDefinition
{}backgroundRefresh defined by sml_CT_QueryTable,http://purl.oclc.org/ooxml/spreadsheetml/main,queryTable
{}backupFile defined by sml_CT_WorkbookPr,http://purl.oclc.org/ooxml/spreadsheetml/main,workbookPr
{}backwards defined by p_CT_TLIterateData,http://purl.oclc.org/ooxml/presentationml/main,iterate
{}bandCol defined by a_CT_TableProperties,http://purl.oclc.org/ooxml/drawingml/main,tblPr
{}bandRow defined by a_CT_TableProperties,http://purl.oclc.org/ooxml/drawingml/main,tblPr
{}base defined by sml_CT_FieldGroup,http://purl.oclc.org/ooxml/spreadsheetml/main,fieldGroup
{}baseColWidth defined by sml_CT_SheetFormatPr,http://purl.oclc.org/ooxml/spreadsheetml/main,sheetFormatPr
{}baseField defined by sml_CT_DataField,http://purl.oclc.org/ooxml/spreadsheetml/main,dataField
{}baseItem defined by sml_CT_DataField,http://purl.oclc.org/ooxml/spreadsheetml/main,dataField
{}baseType defined by vt_CT_Array,http://purl.oclc.org/ooxml/officeDocument/docPropsVTypes,array
{}baseType defined by vt_CT_Vector,http://purl.oclc.org/ooxml/officeDocument/docPropsVTypes,vector
{}bc defined by sml_CT_Error,http://purl.oclc.org/ooxml/spreadsheetml/main,e
{}bc defined by sml_CT_MdxTuple,http://purl.oclc.org/ooxml/spreadsheetml/main,t
{}bc defined by sml_CT_Missing,http://purl.oclc.org/ooxml/spreadsheetml/main,m
{}bc defined by sml_CT_Number,http://purl.oclc.org/ooxml/spreadsheetml/main,n
{}bc defined by sml_CT_String,http://purl.oclc.org/ooxml/spreadsheetml/main,s
{}behindDoc defined by wp_CT_Anchor,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,anchor
{}bestFit defined by sml_CT_Col,http://purl.oclc.org/ooxml/spreadsheetml/main,col
{}blackAndWhite defined by dchrt_CT_PageSetup,http://purl.oclc.org/ooxml/drawingml/chart,pageSetup
{}blackAndWhite defined by sml_CT_CsPageSetup,http://purl.oclc.org/ooxml/spreadsheetml/main,pageSetup
{}blackAndWhite defined by sml_CT_PageSetup,http://purl.oclc.org/ooxml/spreadsheetml/main,pageSetup
{}blank defined by sml_CT_Filters,http://purl.oclc.org/ooxml/spreadsheetml/main,filters
{}bld defined by a_CT_AnimationChartBuildProperties,http://purl.oclc.org/ooxml/drawingml/main,bldChart
{}bld defined by a_CT_AnimationDgmBuildProperties,http://purl.oclc.org/ooxml/drawingml/main,bldDgm
{}bld defined by p_CT_TLBuildDiagram,http://purl.oclc.org/ooxml/presentationml/main,bldDgm
{}bld defined by p_CT_TLOleBuildChart,http://purl.oclc.org/ooxml/presentationml/main,bldOleChart
{}bldLvl defined by p_CT_TLBuildParagraph,http://purl.oclc.org/ooxml/presentationml/main,bldP
{}bldLvl defined by p_CT_TLCommonTimeNodeData,http://purl.oclc.org/ooxml/presentationml/main,cTn
{}bldStep defined by a_CT_AnimationChartElement,http://purl.oclc.org/ooxml/drawingml/main,chart
{}bldStep defined by a_CT_AnimationDgmElement,http://purl.oclc.org/ooxml/drawingml/main,dgm
{}blend defined by a_CT_BlendEffect,http://purl.oclc.org/ooxml/drawingml/main,blend
{}blend defined by a_CT_FillOverlayEffect,http://purl.oclc.org/ooxml/drawingml/main,fillOverlay
{}blipPhldr defined by ddgrm_CT_Shape,http://purl.oclc.org/ooxml/drawingml/diagram,shape
{}blurRad defined by a_CT_InnerShadowEffect,http://purl.oclc.org/ooxml/drawingml/main,innerShdw
{}blurRad defined by a_CT_OuterShadowEffect,http://purl.oclc.org/ooxml/drawingml/main,outerShdw
{}blurRad defined by a_CT_ReflectionEffect,http://purl.oclc.org/ooxml/drawingml/main,reflection
{}bookmarkIdSeed defined by p_CT_Presentation,http://purl.oclc.org/ooxml/presentationml/main,presentation
{}boolean defined by sml_CT_Parameter,http://purl.oclc.org/ooxml/spreadsheetml/main,parameter
{}borderId defined by sml_CT_Xf,http://purl.oclc.org/ooxml/spreadsheetml/main,xf
{}bottom defined by sml_CT_CfRule,http://purl.oclc.org/ooxml/spreadsheetml/main,cfRule
{}bottom defined by sml_CT_GradientFill,http://purl.oclc.org/ooxml/spreadsheetml/main,gradientFill
{}bottom defined by sml_CT_PageMargins,http://purl.oclc.org/ooxml/spreadsheetml/main,pageMargins
{}bright defined by a_CT_LuminanceEffect,http://purl.oclc.org/ooxml/drawingml/main,lum
{}build defined by p_CT_TLBuildParagraph,http://purl.oclc.org/ooxml/presentationml/main,bldP
{}builtInGroupCount defined by sml_CT_FunctionGroups,http://purl.oclc.org/ooxml/spreadsheetml/main,functionGroups
{}builtinId defined by sml_CT_CellStyle,http://purl.oclc.org/ooxml/spreadsheetml/main,cellStyle
{}bw defined by p_CT_PhotoAlbum,http://purl.oclc.org/ooxml/presentationml/main,photoAlbum
{}bwMode defined by p_CT_Background,http://purl.oclc.org/ooxml/presentationml/main,bg
{}bwMode defined by p_CT_GraphicalObjectFrame,http://purl.oclc.org/ooxml/presentationml/main,graphicFrame
{}bwMode defined by wp_CT_WordprocessingContentPart,http://purl.oclc.org/ooxml/drawingml/wordprocessingDrawing,contentPart
{}bx defined by sml_CT_CellFormula,http://purl.oclc.org/ooxml/spreadsheetml/main,f
{}by defined by p_CT_TLAnimateBehavior,http://purl.oclc.org/ooxml/presentationml/main,anim
{}by defined by p_CT_TLAnimateRotationBehavior,http://purl.oclc.org/ooxml/presentationml/main,animRot
{}by defined by p_CT_TLCommonBehaviorData,http://purl.oclc.org/ooxml/presentationml/main,cBhvr
{}byPosition defined by sml_CT_PivotAreaReference,http://purl.oclc.org/ooxml/spreadsheetml/main,reference
{}c defined by sml_CT_Boolean,http://purl.oclc.org/ooxml/spreadsheetml/main,b
{}c defined by sml_CT_DateTime,http://purl.oclc.org/ooxml/spreadsheetml/main,d
{}c defined by sml_CT_Error,http://purl.oclc.org/ooxml/spreadsheetml/main,e
{}c defined by sml_CT_Item,http://purl.oclc.org/ooxml/spreadsheetml/main,item
{}c defined by sml_CT_MdxSet,http://purl.oclc.org/ooxml/spreadsheetml/main,ms
{}c defined by sml_CT_MdxTuple,http://purl.oclc.org/ooxml/spreadsheetml/main,t
{}c defined by sml_CT_Missing,http://purl.oclc.org/ooxml/spreadsheetml/main,m
{}c defined by sml_CT_Number,http://purl.oclc.org/ooxml/spreadsheetml/main,n
{}c defined by sml_CT_String,http://purl.oclc.org/ooxml/spreadsheetml/main,s
{}ca defined by sml_CT_CellFormula,http://purl.oclc.org/ooxml/spreadsheetml/main,f
{}cacheId defined by sml_CT_PivotCache,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotCache
{}cacheId defined by sml_CT_pivotTableDefinition,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotTableDefinition
{}cacheIndex defined by sml_CT_PivotArea,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotArea
{}calcCompleted defined by sml_CT_CalcPr,http://purl.oclc.org/ooxml/spreadsheetml/main,calcPr
{}calcId defined by sml_CT_CalcPr,http://purl.oclc.org/ooxml/spreadsheetml/main,calcPr
{}calcMode defined by sml_CT_CalcPr,http://purl.oclc.org/ooxml/spreadsheetml/main,calcPr
{}calcOnSave defined by sml_CT_CalcPr,http://purl.oclc.org/ooxml/spreadsheetml/main,calcPr
{}calcmode defined by p_CT_TLAnimateBehavior,http://purl.oclc.org/ooxml/presentationml/main,anim
{}calculatedColumn defined by sml_CT_IgnoredError,http://purl.oclc.org/ooxml/spreadsheetml/main,ignoredError
{}calendarType defined by sml_CT_Filters,http://purl.oclc.org/ooxml/spreadsheetml/main,filters
{}cap defined by sml_CT_PageField,http://purl.oclc.org/ooxml/spreadsheetml/main,pageField
{}caption defined by sml_CT_CacheField,http://purl.oclc.org/ooxml/spreadsheetml/main,cacheField
{}caption defined by sml_CT_CacheHierarchy,http://purl.oclc.org/ooxml/spreadsheetml/main,cacheHierarchy
{}caption defined by sml_CT_GroupLevel,http://purl.oclc.org/ooxml/spreadsheetml/main,groupLevel
{}caption defined by sml_CT_LevelGroup,http://purl.oclc.org/ooxml/spreadsheetml/main,group
{}caption defined by sml_CT_MeasureGroup,http://purl.oclc.org/ooxml/spreadsheetml/main,measureGroup
{}caption defined by sml_CT_PCDKPI,http://purl.oclc.org/ooxml/spreadsheetml/main,kpi
{}caption defined by sml_CT_PivotDimension,http://purl.oclc.org/ooxml/spreadsheetml/main,dimension
{}caption defined by sml_CT_PivotHierarchy,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotHierarchy
{}caseSensitive defined by sml_CT_SortState,http://purl.oclc.org/ooxml/spreadsheetml/main,sortState
{}categoryIdx defined by a_CT_AnimationChartElement,http://purl.oclc.org/ooxml/drawingml/main,chart
{}cell defined by sml_CT_Parameter,http://purl.oclc.org/ooxml/spreadsheetml/main,parameter
{}cell defined by sml_CT_RevisionComment,http://purl.oclc.org/ooxml/spreadsheetml/main,rcmt
{}cellColor defined by sml_CT_ColorFilter,http://purl.oclc.org/ooxml/spreadsheetml/main,colorFilter
{}cellComments defined by sml_CT_PageSetup,http://purl.oclc.org/ooxml/spreadsheetml/main,pageSetup
{}cellMeta defined by sml_CT_MetadataType,http://purl.oclc.org/ooxml/spreadsheetml/main,metadataType
{}cf defined by sml_CT_ControlPr,http://purl.oclc.org/ooxml/spreadsheetml/main,controlPr
{}cfe defined by sml_CT_DrawingHF,http://purl.oclc.org/ooxml/spreadsheetml/main,drawingHF
{}cff defined by sml_CT_DrawingHF,http://purl.oclc.org/ooxml/spreadsheetml/main,drawingHF
{}cfo defined by sml_CT_DrawingHF,http://purl.oclc.org/ooxml/spreadsheetml/main,drawingHF
{}chOrder defined by ddgrm_CT_LayoutNode,http://purl.oclc.org/ooxml/drawingml/diagram,layoutNode
{}changesSavedWin defined by sml_CT_CustomWorkbookView,http://purl.oclc.org/ooxml/spreadsheetml/main,customWorkbookView
{}char defined by a_CT_TextCharBullet,http://purl.oclc.org/ooxml/drawingml/main,buChar
{}characterSet defined by sml_CT_TextPr,http://purl.oclc.org/ooxml/spreadsheetml/main,textPr
{}characterSet defined by sml_CT_WebPublishing,http://purl.oclc.org/ooxml/spreadsheetml/main,webPublishing
{}chart defined by sml_CT_ChartFormat,http://purl.oclc.org/ooxml/spreadsheetml/main,chartFormat
{}chartFormat defined by sml_CT_pivotTableDefinition,http://purl.oclc.org/ooxml/spreadsheetml/main,pivotTableDefinition
{}che defined by sml_CT_DrawingHF,http://purl.oclc.org/ooxml/spreadsheetml/main,drawingHF
{}checkCompatibility defined by sml_CT_WorkbookPr,http://purl.oclc.org/ooxml/spreadsheetml/main,workbookPr
{}chf defined by sml_CT_DrawingHF,http://purl.oclc.org/ooxml/spreadsheetml/main,drawingHF
{}cho defined by sml_CT_DrawingHF,http://purl.oclc.org/ooxml/spreadsheetml/main,drawingHF
{}clearAll defined by sml_CT_MetadataType,http://purl.oclc.org/ooxml/spreadsheetml/main,metadataType
{}clearComments defined by sml_CT_MetadataType,http://purl.oclc.org/ooxml/spreadsheetml/main,metadataType
