attribute ns name, attribute local name, defind by, element ns name, element local name
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bdr
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, between
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideH
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideV
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tl2br
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tr2bl
http://schemas.openxmlformats.org/wordprocessingml/2006/main, space, w_CT_Border,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bar
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bdr
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, between
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideH
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideV
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tl2br
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tr2bl
http://schemas.openxmlformats.org/wordprocessingml/2006/main, sz, w_CT_Border,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bar
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bdr
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, between
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideH
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideV
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tl2br
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tr2bl
http://schemas.openxmlformats.org/wordprocessingml/2006/main, themeColor, w_CT_Border,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bar
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bdr
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, between
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideH
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideV
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tl2br
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tr2bl
http://schemas.openxmlformats.org/wordprocessingml/2006/main, themeShade, w_CT_Border,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bar
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bdr
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, between
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideH
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideV
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tl2br
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tr2bl
http://schemas.openxmlformats.org/wordprocessingml/2006/main, themeTint, w_CT_Border,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bar
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bdr
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, between
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideH
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideV
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tl2br
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tr2bl
http://schemas.openxmlformats.org/wordprocessingml/2006/main, val, w_CT_Border,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bar
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bdr
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, between
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideH
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, insideV
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tl2br
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tr2bl
http://www.w3.org/XML/1998/namespace, space, xml_space,,
,,, http://schemas.openxmlformats.org/officeDocument/2006/math, t
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, calculatedColumnFormula
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, dataConsolidate
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, definedName
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, evenFooter
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, evenHeader
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, f
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, firstFooter
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, firstHeader
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, oddFooter
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, oddHeader
,,, http://schemas.openxmlformats.org/spreadsheetml/2006/main, totalsRowFormula
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, delInstrText
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, delText
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, fldData
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, instrText
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, t
urn:schemas-microsoft-com:office:office, forcedash, o_forcedash,,
,,, urn:schemas-microsoft-com:office:office, bottom
,,, urn:schemas-microsoft-com:office:office, column
,,, urn:schemas-microsoft-com:office:office, left
,,, urn:schemas-microsoft-com:office:office, right
,,, urn:schemas-microsoft-com:office:office, top
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
,,, urn:schemas-microsoft-com:vml, stroke
, val, a_CT_Percentage,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, blue
,,, http://schemas.openxmlformats.org/drawingml/2006/main, blueMod
,,, http://schemas.openxmlformats.org/drawingml/2006/main, blueOff
,,, http://schemas.openxmlformats.org/drawingml/2006/main, green
,,, http://schemas.openxmlformats.org/drawingml/2006/main, greenMod
,,, http://schemas.openxmlformats.org/drawingml/2006/main, greenOff
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lum
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lumMod
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lumOff
,,, http://schemas.openxmlformats.org/drawingml/2006/main, red
,,, http://schemas.openxmlformats.org/drawingml/2006/main, redMod
,,, http://schemas.openxmlformats.org/drawingml/2006/main, redOff
,,, http://schemas.openxmlformats.org/drawingml/2006/main, sat
,,, http://schemas.openxmlformats.org/drawingml/2006/main, satMod
,,, http://schemas.openxmlformats.org/drawingml/2006/main, satOff
, style, v_AG_Style,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
,,, urn:schemas-microsoft-com:vml, textbox
,,, urn:schemas-microsoft-com:vml, textpath
, val, dchrt_CT_Double,,
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, backward
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, crossesAt
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, custUnit
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, forward
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, h
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, intercept
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, max
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, min
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, splitPos
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, val
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, w
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, x
,,, http://schemas.openxmlformats.org/drawingml/2006/chart, y
, fillcolor, v_AG_Fill,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, background
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
, filled, v_AG_Fill,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, background
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
http://schemas.openxmlformats.org/wordprocessingml/2006/main, type, w_CT_TblWidth,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tblCellSpacing
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tblInd
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tblW
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tcW
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, wAfter
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, wBefore
http://schemas.openxmlformats.org/wordprocessingml/2006/main, w, w_CT_TblWidth,,
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, bottom
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, end
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, left
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, right
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, start
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tblCellSpacing
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tblInd
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tblW
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, tcW
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, top
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, wAfter
,,, http://schemas.openxmlformats.org/wordprocessingml/2006/main, wBefore
urn:schemas-microsoft-com:office:office, insetmode, o_insetmode,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
,,, urn:schemas-microsoft-com:vml, textbox
, algn, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, alt, v_AG_CoreAttributes,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
, chromakey, v_AG_Chromakey,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, imagedata
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
, class, v_AG_CoreAttributes,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
, coordorigin, v_AG_CoreAttributes,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
, coordsize, v_AG_CoreAttributes,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
, defTabSz, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, eaLnBrk, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, fontAlgn, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, hangingPunct, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, href, v_AG_CoreAttributes,,
,,, urn:schemas-microsoft-com:vml, arc
,,, urn:schemas-microsoft-com:vml, curve
,,, urn:schemas-microsoft-com:vml, group
,,, urn:schemas-microsoft-com:vml, image
,,, urn:schemas-microsoft-com:vml, line
,,, urn:schemas-microsoft-com:vml, oval
,,, urn:schemas-microsoft-com:vml, polyline
,,, urn:schemas-microsoft-com:vml, rect
,,, urn:schemas-microsoft-com:vml, roundrect
,,, urn:schemas-microsoft-com:vml, shape
,,, urn:schemas-microsoft-com:vml, shapetype
, indent, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, latinLnBrk, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, lvl, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, marL, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl5pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl6pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl7pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl8pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl9pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, pPr
, marR, a_CT_TextParagraphProperties,,
,,, http://schemas.openxmlformats.org/drawingml/2006/main, defPPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl1pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl2pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl3pPr
,,, http://schemas.openxmlformats.org/drawingml/2006/main, lvl4pPr
